date,total_trades,total_volume_usd,avg_trade_size_usd,total_pnl,win_rate,pct_buy,fees_paid,classification,sent_bin,fear_greed_bin
2023-03-28,3,477.0,159.0,0.0,0.0,1.0,0.0,Greed,2.0,Greed
2023-11-14,1045,11555429.76,11057.8275215311,155.50335699999994,0.27464114832535885,0.4698564593301435,2794.570654,Greed,2.0,Greed
2024-03-09,6962,39406770.25,5660.265764148233,176965.491774,0.49008905486929044,0.4841999425452456,6812.781233,Extreme Greed,2.0,Greed
2024-07-03,7141,21843234.35,3058.8481095084726,158742.378078,0.3171824674415348,0.4908276151799468,8743.87748638,Neutral,1.0,Neutral
2024-10-27,35241,103947765.09,2949.6258644760364,3189461.032019,0.4516046650208564,0.4235691382196873,21539.46273461,Greed,2.0,Greed
2025-02-19,133871,704158492.98,5259.977836723413,6699925.190574,0.41514592406122314,0.49361698948988203,145018.0436178108,Fear,0.0,Fear
2025-06-15,26961,310275273.03,11508.299878713697,71709.347634,0.34917102481361967,0.5310633878565335,60948.98483993,,,
